ORGANIZATION NAME,ORGANIZATION ID (IPF),PROJECT NUMBER,FUNDING MECHANISM,NIH REFERENCE,PI NAME,PI PERSON ID,PROJECT TITLE,DEPT NAME,NIH DEPT COMBINNING NAME,NIH MC COMBINING NAME,DIRECT COST,INDIRECT COST,FUNDING,CONGRESSIONAL DISTRICT,CITY,STATE OR COUNTRY NAME,ZIP CODE,ATTRIBUTED TO MEDICAL SCHOOL,MEDICAL SCHOOL LOCATION,INSTITUTION TYPE,AWARD NOTICE DATE,FOA
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5U24AA020024-15,Other Research-Related,10907565,"CREWS, FULTON T",1892891,1/1 NADIA U24 Administrative Core,PHARMACOLOGY,PHARMACOLOGY,SCHOOLS OF MEDICINE,"$313,116","$173,779","$486,895",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,8/1/24,RFA-AA-20-004
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R35GM127000-07,RPGs - Non SBIR/STTR,10907412,"VALDAR, WILLIAM",10632949,Statistical Modeling of Multiparental and Genetic Reference Populations,GENETICS,GENETICS,SCHOOLS OF MEDICINE,"$241,875","$122,840","$364,715",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,8/27/24,PAR-19-367
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5U01AA020023-15,RPGs - Non SBIR/STTR,10907636,"CREWS, FULTON T",1892891,5/8 NADIA U01 Effects of Adolescent Alcohol on adult brain Neurocircuitry,PHARMACOLOGY,PHARMACOLOGY,SCHOOLS OF MEDICINE,"$367,123","$203,753","$570,876",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,8/15/24,RFA-AA-20-003
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5T32CA106209-19,Training - Institutional,10907611,"IBRAHIM, JOSEPH G",1901879,Biostatistics for Research in Genomics and Cancer,BIOSTATISTICS,BIOSTATISTICS & OTHER MATH SCI,SCHOOLS OF PUBLIC HEALTH,"$263,870","$13,510","$257,213",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PUBLIC HEALTH,7/19/24,PA-20-142
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5K01HL164763-04,Other Research-Related,10907716,"HARDY, SHAKIA TRANECE",11076679,"Peer Support for Lowering Blood Pressure among Adolescents: A Pilot, Randomized Controlled Trial",EPIDEMIOLOGY,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF PUBLIC HEALTH,"$135,243","$10,819","$146,062",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PUBLIC HEALTH,8/13/24,RFA-HL-22-010
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01HD103895-04,RPGs - Non SBIR/STTR,10908287,"HARROP, CLARE ELIZABETH",14260187,"Sex, Gender, and Camouflage in Autism Spectrum Disorder: A Multimodal, Accelerated Longitudinal Design",ALLIED HEALTH SCIENCES,OTHER HEALTH PROFESSIONS,SCHOOLS OF MEDICINE,"$530,324","$102,415","$632,739",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,8/13/24,PA-18-401
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01HD105868-04,RPGs - Non SBIR/STTR,10908283,"VORA, NEETA L",9036269,Genomics and functional dissection of fetal brain abnormalities using a prenatal cohort,OBSTETRICS AND GYNECOLOGY,OBSTETRICS & GYNECOLOGY,SCHOOLS OF MEDICINE,"$460,786","$173,100","$633,886",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,7/8/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R21AG084216-02,RPGs - Non SBIR/STTR,10909358,"COHEN, TODD JONATHAN",12198008,Identifying kinase signaling pathways linked to tau-mediated neurodegeneration,NEUROLOGY,NEUROLOGY,SCHOOLS OF MEDICINE,"$163,125","$34,688","$197,813",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,6/3/24,PA-20-195
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5F31AG079626-03,Training - Individual,10909298,"PAZHAYAM, NILA MADASSARY",16584959,Preventing Age-Associated Oocyte Aneuploidy: Mechanisms Behind the Drosophila melanogaster Centromere Effect,NONE,NONE,UNIVERSITY-WIDE,"$40,721",,"$40,721",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,UNIVERSITY-WIDE,8/7/24,PA-21-051
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01EB008374-12,RPGs - Non SBIR/STTR,10909031,"YAP, PEW-THIAN",10664885,Longitudinal Mapping of Human Brain Development in the First Years of Life,RADIOLOGY,RADIATION-DIAGNOSTIC/ONCOLOGY,SCHOOLS OF MEDICINE,"$308,943","$171,463","$480,406",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,7/23/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R35GM125005-08,RPGs - Non SBIR/STTR,10909096,"BOWERS, ALBERT A",12109038,"Chemoenzymatic Synthesis, Mode of Action and Evolution of Natural Product-based Macrocycles",CHEMICAL BIOLOGY AND MEDICINAL CHEMISTRY,PHARMACOLOGY,SCHOOLS OF PHARMACY,"$257,501","$131,840","$389,341",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PHARMACY,8/12/24,PAR-19-367
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R35GM118102-09,RPGs - Non SBIR/STTR,10908571,"SANCAR, AZIZ",1898413,Molecular Mechanism of Mammalian DNA Excision Repair and the Circadian Clock,BIOCHEMISTRY AND BIOPHYSICS,BIOCHEMISTRY,SCHOOLS OF MEDICINE,"$644,830","$357,881","$1,002,711",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,8/26/24,PAR-19-367
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01CA189479-08,RPGs - Non SBIR/STTR,10908579,"DAYTON, PAUL A",9239482,Academic-Industrial Partnership for Translation of Acoustic Angiography,BIOMEDICAL ENGINEERING,BIOMEDICAL ENGINEERING,SCHOOLS OF MEDICINE,"$374,954","$120,883","$495,837",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,8/14/24,PAR-19-158
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01HL157075-04,RPGs - Non SBIR/STTR,10908540,"MEYER, MICHELLE",9784337,Arterial stiffness in mother/infant dyads: Life course approach to prevent cardiovascular disease,EMERGENCY MEDICINE,EMERGENCY MEDICINE,SCHOOLS OF MEDICINE,"$522,108","$146,001","$668,109",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,8/16/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5K08DE030235-04,Other Research-Related,10908438,"JACOX, LAURA ANNE",11183939,Orthognathic speech pathology: Understanding how jaw disharmonies and their surgical correction influence speech,NONE,NONE,SCHOOLS OF DENTISTRY/ORAL HYGN,"$154,593","$12,367","$166,960",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF DENTISTRY/ORAL HYGN,8/2/24,PA-20-203
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5K23MH128613-03,Other Research-Related,10896476,"NASH, REBEKAH POTTS",8143361,Biopsychosocial Risk Factors for Psychiatric Disorders Following Kidney Transplantation,PSYCHIATRY,PSYCHIATRY,SCHOOLS OF MEDICINE,"$187,585","$15,007","$202,592",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,7/23/24,PA-20-205
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R35GM142944-04,RPGs - Non SBIR/STTR,10895502,"POLACHECK, WILLIAM J",12199221,Integrative Approaches for the Study of the Fluidic Cellular Microenvironment,BIOMEDICAL ENGINEERING,BIOMEDICAL ENGINEERING,SCHOOLS OF MEDICINE,"$250,000","$125,264","$375,264",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,7/15/24,PAR-20-117
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01HL156424-04,RPGs - Non SBIR/STTR,10895480,"CONLON, FRANK LEO",1932278,Mechanism and Function of Cardiac Transcriptional Repression Networks,GENETICS,GENETICS,SCHOOLS OF MEDICINE,"$340,655","$185,351","$526,006",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,6/26/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5K01AI177102-02,Other Research-Related,10895580,"ZIVICH, PAUL NICHOLAS",15467808,Combining sources of information to improve HIV pre-exposure prophylaxis,EPIDEMIOLOGY,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF PUBLIC HEALTH,"$126,229","$10,098","$136,327",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PUBLIC HEALTH,6/12/24,PA-20-190
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5K01HL169020-02,Other Research-Related,10895570,"DAVY-MENDEZ, THIBAUT",15080581,Addressing Barriers to the Comprehensive Use of Statins in HIV: The ABACUS-HIV Study,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$138,895","$11,112","$150,007",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,4/19/24,PA-20-176
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5K08HL163485-02,Other Research-Related,10895397,"REEVES, BRANDI N",11495079,Hypoxia-Inducible Factors and Neutrophil Heterogeneity in Myeloproliferative Neoplasm-Associated Venous Thrombosis,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$130,751","$10,460","$141,211",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,7/19/24,PA-20-203
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01AI151214-05,RPGs - Non SBIR/STTR,10895367,"BARTELT, LUTHER A",10812731,Interactions of dietary protein intake and intestinal resident microbiota affecting susceptibility to persistent Giardia infection and Giardia mediated enteropathy,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$438,729","$161,467","$600,196",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,8/16/24,PA-19-056
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01HD111074-03,RPGs - Non SBIR/STTR,10894930,"FUCHS, HENRY",2092640,SCH: An Augmented Reality Neurorehabilitation System for Monitoring and Management of Motor Symptoms of Parkinson's Disease,COMPUTER SCIENCE,BIOSTATISTICS & OTHER MATH SCI,SCHOOLS OF ARTS AND SCIENCES,"$198,913","$92,903","$291,816",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF ARTS AND SCIENCES,7/17/24,PAR-22-001
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5K23AI173658-02,Other Research-Related,10894910,"CICCONE, EMILY JANE",15273837,Leveraging Molecular Technologies to Improve Diagnosis and Management of Pediatric Acute Respiratory Illness in Resource-Constrained Settings,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$188,666","$14,939","$203,605",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,6/24/24,PA-20-205
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5RC2TR004380-02,RPGs - Non SBIR/STTR,10894904,"KHAIRAT, SAIF",12102414,Center for Virtual Care Value and Equity (ViVE),TRANSLATIONAL AND CLINICAL SCIENCES INSTITUTE,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF MEDICINE,"$504,159","$248,681","$752,840",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,4/18/24,PAR-21-340
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5K23DK129832-04,Other Research-Related,10894629,"GOODE, RACHEL W.",11485601,Developing a Culturally-Relevant Digital Health Intervention to Treat Binge Eating and Obesity,NONE,NONE,SCHOOLS OF SOCIAL WELFARE/WORK,"$162,425","$12,994","$175,419",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF SOCIAL WELFARE/WORK,7/30/24,PA-20-206
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5U54AA030463-03,Research Centers,10894178,"CREWS, FULTON T",1892891,2/2 Partnerships to Enhance Alcohol Research Across NCCU and UNC (PEAR-NC),PHARMACOLOGY,PHARMACOLOGY,SCHOOLS OF MEDICINE,"$200,000","$111,000","$311,000",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,8/2/24,RFA-AA-21-015
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R21AR083163-02,RPGs - Non SBIR/STTR,10894266,"PIETROSIMONE, BRIAN",10202297,Quadriceps Muscle Quality: A Post-Injury Determinant of Knee Function and Health,EXERCISE AND SPORTS SCIENCE,MISCELLANEOUS,SCHOOLS OF ARTS AND SCIENCES,"$170,720","$94,750","$265,470",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF ARTS AND SCIENCES,6/7/24,PAR-21-054
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R35GM124719-08,RPGs - Non SBIR/STTR,10894311,"SHIAU, CELIA E",9834959,Genetic and metabolic regulation of macrophage activation at steady state,BIOLOGY,BIOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$300,000","$156,206","$456,206",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF ARTS AND SCIENCES,7/22/24,PAR-19-367
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,3R01GM101974-35S1,RPGs - Non SBIR/STTR,10894521,"MAGNUSON, TERRY R",14864296,Albino Deletion Complex and Early Mouse Development,GENETICS,GENETICS,SCHOOLS OF MEDICINE,"$150,928","$83,765","$234,693",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,5/27/24,PA-20-272
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01AA030480-03,RPGs - Non SBIR/STTR,10894328,"GO, VIVIAN F.",2121313,"Scaling up the brief alcohol intervention to prevent HIV infection in Vietnam: a cluster randomized, implementation trial",HEALTH BEHAVIOR,MISCELLANEOUS,SCHOOLS OF PUBLIC HEALTH,"$493,211","$87,424","$580,635",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PUBLIC HEALTH,7/3/24,RFA-AA-21-016
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5P01HL164320-03,RPGs - Non SBIR/STTR,10892090,"BOUCHER, RICHARD CHARLES",1860172,Multi-Scale Investigations of Respiratory Mucus/Mucin Structure and Function in Health and Disease,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$1,845,407","$854,272","$2,699,679",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,7/30/24,PAR-21-088
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5F31HD113267-02,Training - Individual,10892066,"GEISLER, MARK STEPHEN",78237503,The Mute button: Turning down the volume of histone expression,NONE,NONE,UNIVERSITY-WIDE,"$48,974",,"$48,974",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,UNIVERSITY-WIDE,7/15/24,PA-21-051
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,4R01AG071000-02,RPGs - Non SBIR/STTR,10891762,"SONG, JUAN",12291069,Glutamatergic neural circuit modulation for treating Alzheimer’s disease,PHARMACOLOGY,PHARMACOLOGY,SCHOOLS OF MEDICINE,"$385,506","$213,956","$599,462",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,3/8/24,PAR-19-070
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01AA030479-03,RPGs - Non SBIR/STTR,10892639,"GO, VIVIAN F.",2121313,A brief alcohol intervention to reduce alcohol use and improve PrEP ouctomes among men who have sex with men: A randomized controlled trial in Vietnam,HEALTH BEHAVIOR,MISCELLANEOUS,SCHOOLS OF PUBLIC HEALTH,"$529,975","$75,377","$605,352",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PUBLIC HEALTH,7/12/24,RFA-AA-21-016
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01CA276176-02,RPGs - Non SBIR/STTR,10892280,"LAZARD, ALLISON JOAN",12470275,Optimizing a Social Connectedness Intervention for Young Adults with Cancer,NONE,NONE,SCHOOLS OF MEDICINE,"$389,093","$255,782","$644,875",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,7/17/24,PAR-21-035
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01GM151501-02,RPGs - Non SBIR/STTR,10894119,"CYR, DOUGLAS M",2093298,Hsp40 and Hsp70 in Membrane Protein Triage,CELL BIOLOGY AND PHYSIOLOGY,PHYSIOLOGY,SCHOOLS OF MEDICINE,"$267,559","$143,149","$410,708",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,7/5/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01EB033790-02,RPGs - Non SBIR/STTR,10894102,"SHIH, YEN-YU IAN",11536282,SORDINO-fMRI for mouse brain applications,NEUROLOGY,NEUROLOGY,SCHOOLS OF MEDICINE,"$391,916","$217,513","$609,429",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,8/1/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01HD103902-04,RPGs - Non SBIR/STTR,10893954,"SCHILLING, SAMANTHA S",14354239,Child-Adult Relationship Enhancement in Primary Care: Effectiveness Trial of a Primary Care Based Parenting Intervention to Prevent Child Maltreatment,PEDIATRICS,PEDIATRICS,SCHOOLS OF MEDICINE,"$531,824","$116,170","$647,994",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,7/30/24,PA-18-480
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,1FM1HL179761-01,Training - Individual,10893802,"ARCHIBALD, AHLINA",78220416,MSPP Application,BIOMEDICAL RESEARCH IMAGING CENTER,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$53,974",,"$53,974",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,9/5/24,PAR-23-109
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5F30AI164818-04,Training - Individual,10893447,"TULENKO, SAMANTHA",12527554,The impact of a Hepatitis B birth dose vaccine on HBV immunogenicity and incidence in children in the DRC,EPIDEMIOLOGY,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF PUBLIC HEALTH,"$53,974",,"$53,974",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PUBLIC HEALTH,7/8/24,PA-21-049
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R21EB034942-02,RPGs - Non SBIR/STTR,10893477,"FENTON, OWEN S",15704033,Optimization of Tannic Acid Lipid Nanoparticles for a Therapeutic mRNA Vaccine Against Melanoma,NONE,NONE,SCHOOLS OF PHARMACY,"$150,000","$76,293","$226,293",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PHARMACY,8/12/24,PAR-20-084
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01AI170625-03,RPGs - Non SBIR/STTR,10893545,"LAZEAR, HELEN",10606822,Host Factors Controlling Neuroinvasive Flavivirus Pathogenesis,MICROBIOLOGY AND IMMUNOLOGY,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,"$250,000","$138,750","$388,750",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,7/19/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R33HD103058-05,RPGs - Non SBIR/STTR,10893389,"PATTERSON, JACQUELYN K",15275816,An Integrated mHealth Strategy to Improve Newborn Resuscitation in Low and Lower-Middle Income Countries,PEDIATRICS,PEDIATRICS,SCHOOLS OF MEDICINE,"$142,718","$27,178","$169,896",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,8/12/24,PAR-19-376
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5U01DK133095-03,RPGs - Non SBIR/STTR,10893394,"MOTTL, AMY",7576237,Geographic and Environmental Health Equity in Kidney Precision Medicine,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$305,615","$69,385","$375,000",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,8/15/24,RFA-DK-20-026
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01AI108368-08,RPGs - Non SBIR/STTR,10893340,"LYERLY, ANNE DRAPKIN",7059513,PHASES Adolescence,NONE,NONE,SCHOOLS OF MEDICINE,"$468,787","$248,161","$716,948",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,7/19/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,1F31HD113329-01A1,Training - Individual,10903358,"CHUNG, STEPHANIE ROSLYN-ISABELLE",78349800,Non-Preferred Contraceptive Method Use in Low-Resourced Settings: Exploring Inappropriate Medical Contraindications and Person-Centered Care,NONE,NONE,UNIVERSITY-WIDE,"$37,329",,"$37,329",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,UNIVERSITY-WIDE,6/24/24,PA-21-052
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,1F31DA060688-01,Training - Individual,10903218,"BELLINGER, TANIA JAZMINE",15447697,Structural and functional responses of nucleus accumbens microglia following long-access cocaine self-administration,PHARMACOLOGY,PHARMACOLOGY,SCHOOLS OF MEDICINE,"$40,441",,"$40,441",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,7/8/24,PA-21-052
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,1F31HD113332-01A1,Training - Individual,10903521,"BULLINGTON, BROOKE WHITNEY",78272906,Assessing the impact of a postpartum intrauterine device intervention on contraceptive decision-making,EPIDEMIOLOGY,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF PUBLIC HEALTH,"$39,440",,"$39,440",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PUBLIC HEALTH,5/30/24,PA-21-051
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,1F32ES035271-01A1,Training - Individual,10903483,"RADER, JONATHAN A.",78799564,Evolution and underlying genetics of thermal physiology and behavior in Drosophila,BIOLOGY,BIOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$74,284",,"$74,284",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF ARTS AND SCIENCES,4/5/24,PA-21-048
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,1F31DE033915-01,Training - Individual,10903205,"KING, JULIET STANTON",78247147,Determining the role of cell-cell adhesions in palate closure,CELL BIOLOGY AND PHYSIOLOGY,PHYSIOLOGY,SCHOOLS OF MEDICINE,"$41,218",,"$41,218",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,6/10/24,PA-21-051
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,1F30AI179110-01A1,Training - Individual,10903123,"FRANCOIS, RUTHLY",16080926,"Characterization of the antimalarial drug resistance landscape in Kinshasa Province, Democratic Republic of the Congo",EPIDEMIOLOGY,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF PUBLIC HEALTH,"$44,012",,"$44,012",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PUBLIC HEALTH,3/6/24,PA-21-049
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,1F32AR084326-01,Training - Individual,10902656,"COTE, JESSICA LEIGH",15871408,Clathrin alternative splicing in skeletal muscle development,CELL BIOLOGY AND PHYSIOLOGY,PHYSIOLOGY,SCHOOLS OF MEDICINE,"$74,284",,"$74,284",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,3/11/24,PA-21-048
