ORGANIZATION NAME,ORGANIZATION ID (IPF),PROJECT NUMBER,FUNDING MECHANISM,NIH REFERENCE,PI NAME,PI PERSON ID,PROJECT TITLE,DEPT NAME,NIH DEPT COMBINING NAME,NIH MC COMBINING NAME,DIRECT COST,INDIRECT COST,FUNDING,CONGRESSIONAL DISTRICT,CITY,STATE OR COUNTRY NAME,ZIP CODE,ATTRIBUTED TO MEDICAL SCHOOL,MEDICAL SCHOOL LOCATION,INSTITUTION TYPE,AWARD NOTICE DATE,OPPORTUNITY NUMBER
ALBERT EINSTEIN COLLEGE OF MEDICINE,10053556,3R01NS129992-02S1,RPGs - Non SBIR/STTR,11232157,"BUELOW, HANNES ERICH",8534067,The role of the dz217 mutation in somatosensory dendrite morphogenesis,NONE,NONE,UNIVERSITY-WIDE,"$30,814 ","$20,954 ","$51,768 ",14,BRONX,NEW YORK,,,,UNIVERSITY-WIDE,1/24/25,PA-23-189
ALBERT EINSTEIN COLLEGE OF MEDICINE,10053556,5R01NS129936-03,RPGs - Non SBIR/STTR,11001159,"DUONG, TIMOTHY Q.",6066236,MRI Study of Hydrogen Water and Minocycline Combination Therapy for Ischemic Stroke,NONE,NONE,UNIVERSITY-WIDE,"$291,938 ","$76,500 ","$368,438 ",14,BRONX,NEW YORK,,,,UNIVERSITY-WIDE,12/17/24,PA-20-185
ALBERT EINSTEIN COLLEGE OF MEDICINE,10053556,2R01HL148852-05A1,RPGs - Non SBIR/STTR,11048543,"ITO, KEISUKE",9495176,Dissecting the canonical and non-canonical functions of Tet2 in hematopoietic stem cells and hematologic disorders,CELL BIOLOGY,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,"$478,528 ","$322,679 ","$801,207 ",14,BRONX,NEW YORK,,Y,,SCHOOLS OF MEDICINE,12/3/24,PA-20-185
ALBERT EINSTEIN COLLEGE OF MEDICINE,10053556,5F30DC020109-04,Training - Individual,10992628,"BAE, ANDREA J",15107803,Role of brain oscillations in midbrain and forebrain networks supporting stimulus selection in the sound localization pathway of barn owls,NONE,NONE,UNIVERSITY-WIDE,"$53,974 ",,"$53,974 ",14,BRONX,NEW YORK,,,,UNIVERSITY-WIDE,11/20/24,PA-21-049
ALBERT EINSTEIN COLLEGE OF MEDICINE,10053556,5K23MH124569-06,Other Research-Related,11002679,"KUTNER, BRYAN A.",11589420,Mitigating sexual stigma within healthcare interactions to improve engagement of MSM in HIV prevention,PSYCHIATRY AND BEHAVIORAL SCIENCES,PSYCHIATRY,SCHOOLS OF MEDICINE,"$164,968 ","$13,197 ","$178,165 ",14,BRONX,NEW YORK,,Y,,SCHOOLS OF MEDICINE,12/31/24,PA-19-118
ALBERT EINSTEIN COLLEGE OF MEDICINE,10053556,1R01DK141837-01,RPGs - Non SBIR/STTR,11029446,"ROSS, RACHEL A",11038281,Top Down Regulation of Feeding-related Behavior,NEUROSCIENCE,NEUROSCIENCES,SCHOOLS OF MEDICINE,"$308,041 ","$191,720 ","$499,761 ",14,BRONX,NEW YORK,,Y,,SCHOOLS OF MEDICINE,12/18/24,PA-20-185
ALBERT EINSTEIN COLLEGE OF MEDICINE,10053556,3R01HL085440-19S1,RPGs - Non SBIR/STTR,11231947,"FRANGOGIANNIS, NIKOLAOS G",7729979,Resolution of inflammation in healing myocardial infarcts,NONE,NONE,UNIVERSITY-WIDE,"$44,484 ","$30,249 ","$74,733 ",14,BRONX,NEW YORK,,,,UNIVERSITY-WIDE,1/17/25,PA-20-185
ALBERT EINSTEIN COLLEGE OF MEDICINE,10053556,5F31NS134338-02,Training - Individual,10993095,"SUMMERVILLE, JADA",77856477,Non-Canonical Roles for Cell-Adhesion Molecules in Presynaptic Assembly,NONE,NONE,UNIVERSITY-WIDE,"$48,974 ",,"$48,974 ",14,BRONX,NEW YORK,,,,UNIVERSITY-WIDE,11/28/24,PA-21-052
ALBERT EINSTEIN COLLEGE OF MEDICINE,10053556,5F30AI174788-02,Training - Individual,11221868,"JUNG, HELEN S",15581385,Strategies for next-generation flavivirus vaccine development,NONE,NONE,UNIVERSITY-WIDE,"$53,974 ",,"$53,974 ",14,BRONX,NEW YORK,,,,UNIVERSITY-WIDE,11/5/24,PA-21-049
ALBERT EINSTEIN HEALTHCARE NETWORK,3988301,5R01NS115862-05,RPGs - Non SBIR/STTR,11015032,"WONG, AARON L",9834671,Investigating a dual-pathway framework for praxis,,NONE,UNAVAILABLE,"$268,283 ","$120,213 ","$388,496 ",2,PHILADELPHIA,PENNSYLVANIA,19141,,,Other Domestic Non-Profits,1/27/25,PA-19-056
ALLEN INSTITUTE,10012306,5R01MH133181-02,RPGs - Non SBIR/STTR,10987017,"CHEN, XIAOYIN",12641144,Revealing the transcriptional basis of corticothalamic projections using in situ sequence-based neuroanatomy,,NONE,UNAVAILABLE,"$351,603 ","$186,926 ","$538,529 ",7,SEATTLE,WASHINGTON,98103,,,Research Institutes,11/5/24,PA-20-185
ALLEN INSTITUTE,10012306,5U19NS123714-04,RPGs - Non SBIR/STTR,11009568,"SVOBODA, KAREL",8178864,Thalamus in the middle: computations in multi-regional neural circuits,,NONE,UNAVAILABLE,"$2,203,856 ","$1,316,046 ","$3,519,902 ",7,SEATTLE,WASHINGTON,98103,,,Research Institutes,12/30/24,RFA-NS-19-003
ALLEN INSTITUTE,10012306,1U24NS139927-01,Other Research-Related,11018324,"ZENG, HONGKUI",9250010,BRAIN CONNECTS: An Integrative Connectomics Coordination Center (IC3),,NONE,UNAVAILABLE,"$1,796,830 ","$703,170 ","$2,500,000 ",7,SEATTLE,WASHINGTON,98103,,,Research Institutes,1/7/25,RFA-NS-24-028
ALLEN INSTITUTE,10012306,5R01MH134833-02,RPGs - Non SBIR/STTR,11060931,"COHEN, JEREMIAH YAACOV",8840621,Structure-function cell atlas for norepinephrine and serotonin neurons,,NONE,UNAVAILABLE,"$810,201 ","$631,956 ","$1,442,157 ",7,SEATTLE,WASHINGTON,98103,,,Research Institutes,12/20/24,RFA-MH-22-292
"AMERICAN ACADEMY OF AUDIOLOGY, INC.",10023006,5R13DC020893-03,Other Research-Related,11004687,"BOGLE, JAMIE M",14965492,American Academy of Audiology's Academy Research Conference (ARC) 2023-2025,,NONE,UNAVAILABLE,"$31,155 ",$0 ,"$31,155 ",11,RESTON,VIRGINIA,20191,,,Other Domestic Non-Profits,1/28/25,PA-21-151
"AMERICAN AGING ASSOCIATION, INC.",2970601,1R13AG091824-01,Other Research-Related,11062859,"MILLER, BENJAMIN FRANCIS",8713890,53rd Annual Meeting of the American Aging Association,,NONE,UNAVAILABLE,"$50,000 ",$0 ,"$50,000 ",2,Grandville,MICHIGAN,,,,Other Domestic Non-Profits,12/18/24,PA-24-141
AMERICAN PUBLIC HEALTH ASSOCIATION,353401,5R13ES036078-02,Other Research-Related,11031387,"ROBB, KATE MARIE",79071709,"Conference Scholarships for APHA's 2023, 2024, & 2025 Annual Meetings to Support Underrepresented Students in Environmental Health",,NONE,UNAVAILABLE,"$10,000 ",,"$10,000 ",98,WASHINGTON,DIST OF COL,20001,,,Other Domestic Non-Profits,1/17/25,PA-21-151
"ARGOSMD, INC.",10061032,1R41CA298754-01,RPGs - SBIR/STTR,11077184,"KANG, DONGKYUN",10424041,Mini-reflectance confocal microscope (Mini-RCM) for aiding skin cancer diagnosis and treatment,,NONE,UNAVAILABLE,,,"$400,000 ",32,STUDIO CITY,CALIFORNIA,,,,Domestic For-Profits,1/17/25,PA-23-232
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,1R37CA288396-01A1,RPGs - Non SBIR/STTR,11044555,"BEEMAN, SCOTT CHARLES",12424137,Towards MRI-based detection and categorization of invasive high grade glioma subtypes,SCHOOL OF BIOLOGICAL AND HEALTH SYSTEMS ENGINEERING,ENGINEERING (ALL TYPES),BIOMED ENGR/COL ENGR/ENGR STA,"$366,872 ","$131,833 ","$498,705 ",4,TEMPE,ARIZONA,85281,,,BIOMED ENGR/COL ENGR/ENGR STA,12/12/24,PAR-24-075
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,5R01CA140657-13,RPGs - Non SBIR/STTR,11014342,"MALEY, CARLO",6486040,Modeling Neoplastic Progression in Barrett's Esophagus - Renewal -2,SCHOOL OF LIFE SCIENCES,OTHER BASIC SCIENCES,SCHOOLS OF ARTS AND SCIENCES,"$343,282 ","$43,490 ","$386,772 ",4,TEMPE,ARIZONA,85281,,,SCHOOLS OF ARTS AND SCIENCES,1/21/25,PA-20-185
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,5R01CA286128-02,RPGs - Non SBIR/STTR,11002002,"QIU, JI",10665075,Serum biomarkers to predict immune related adverse events and benefit from single agent pembrolizumab therapy in early stage triple negative breast cancer,CENTER FOR PERSONALIZED DIAGNOSTICS,MISCELLANEOUS,ORGANIZED RESEARCH UNITS,"$405,262 ","$174,156 ","$579,418 ",4,TEMPE,ARIZONA,85281,,,ORGANIZED RESEARCH UNITS,12/3/24,PA-20-185
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,1R35GM156919-01,RPGs - Non SBIR/STTR,11022146,"UPHAM, NATHAN STEADMAN",77869572,Mammal-virus evolution from global to local scales,SCHOOL OF LIFE SCIENCES,OTHER BASIC SCIENCES,SCHOOLS OF ARTS AND SCIENCES,"$250,000 ","$142,500 ","$392,500 ",4,TEMPE,ARIZONA,85281,,,SCHOOLS OF ARTS AND SCIENCES,12/27/24,PAR-23-145
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,1R21AG091567-01,RPGs - Non SBIR/STTR,11053812,"WANG, QI",10511981,Systematic investigation of genetic contributions of sex chromosomes to Alzheimer's disease,CENTER FOR MECHANISMS OF EVOLUTION RESEARCH CENTER,MISCELLANEOUS,ORGANIZED RESEARCH UNITS,"$275,000 ","$150,501 ","$425,501 ",4,TEMPE,ARIZONA,85281,,,ORGANIZED RESEARCH UNITS,12/12/24,PAR-22-094
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,5R01DC020162-03,RPGs - Non SBIR/STTR,11001136,"DALIRI, AYOUB",14074716,Auditory prediction and error evaluation in the speech of individuals who stutter,NONE,NONE,SCHOOLS OF PUBLIC HEALTH,"$374,145 ","$107,444 ","$481,589 ",4,TEMPE,ARIZONA,85281,,,SCHOOLS OF PUBLIC HEALTH,12/18/24,PAR-21-063
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,3R01NS117513-04S1,RPGs - Non SBIR/STTR,11081982,"HOGUE, IAN B",8816116,Molecular and cellular mechanisms of HSV-1 assembly and egress,"CTR FOR IMMUNOTHERAPY, VAC AND VIROTHERAPY",OTHER HEALTH PROFESSIONS,ORGANIZED RESEARCH UNITS,"$60,483 ","$25,355 ","$85,838 ",4,TEMPE,ARIZONA,85281,,,ORGANIZED RESEARCH UNITS,12/6/24,PA-20-185
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,3R01AG076566-02S1,RPGs - Non SBIR/STTR,11113409,"YU, FANG",9651486,Precision Medicine in Alzheimers Disease: A SMART Trial of Adaptive Exercises and Their Mechanisms of Action Using AT(N) Biomarkers to Optimize Aerobic-Fitness Responses,NONE,NONE,SCHOOLS OF NURSING,"$25,539 ","$9,421 ","$34,960 ",4,TEMPE,ARIZONA,85281,,,SCHOOLS OF NURSING,10/28/24,PA-23-189
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,1R21AI190589-01,RPGs - Non SBIR/STTR,11117739,"RAHMAN, MASMUDUR MOHAMMED",10329586,Unravelling the mechanisms of virus host species jump,NONE,NONE,ORGANIZED RESEARCH UNITS,"$145,500 ","$82,935 ","$228,435 ",4,TEMPE,ARIZONA,85281,,,ORGANIZED RESEARCH UNITS,1/15/25,PA-20-195
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,5K23MH128536-02,Other Research-Related,11000327,"FRIEDMAN, LAUREN MELISSA",16050926,Enhancing behavioral parent training for parents and children affected by ADHD,PSYCHOLOGY,PSYCHOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$175,610 ","$14,049 ","$189,659 ",4,TEMPE,ARIZONA,85281,,,SCHOOLS OF ARTS AND SCIENCES,12/10/24,PA-20-206
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,5R01NS117513-04,RPGs - Non SBIR/STTR,10997342,"HOGUE, IAN B",8816116,Molecular and cellular mechanisms of HSV-1 assembly and egress,"CTR FOR IMMUNOTHERAPY, VAC AND VIROTHERAPY",OTHER HEALTH PROFESSIONS,ORGANIZED RESEARCH UNITS,"$225,000 ","$95,759 ","$320,759 ",4,TEMPE,ARIZONA,85281,,,ORGANIZED RESEARCH UNITS,12/5/24,PA-20-185
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,5R00AG073463-05,RPGs - Non SBIR/STTR,11002308,"BAKER, ZACHARY G",14543647,Addressing the Needs of Key Subgroups of Caregivers of Persons with Dementia After Loss Using Self-Determination Theory: A Mixed Methods Approach,NONE,NONE,SCHOOLS OF NURSING,"$134,939 ","$76,915 ","$211,854 ",4,TEMPE,ARIZONA,85281,,,SCHOOLS OF NURSING,12/16/24,PA-20-188
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,5R01HD079520-10,RPGs - Non SBIR/STTR,10993182,"DOANE SAMPEY, LEAH DARRAH",10667826,"Social and Genetic Contributions to Children's Sleep, Health and Functioning",PSYCHOLOGY,PSYCHOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$347,973 ","$175,951 ","$523,924 ",4,TEMPE,ARIZONA,85281,,,SCHOOLS OF ARTS AND SCIENCES,12/12/24,PA-19-056
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,5R00GM134124-05,RPGs - Non SBIR/STTR,10979167,"WADHWA, NAVISH",14795877,Identifying the mechanisms of mechanosensing by the bacterial flagellar motor,CTR FOR SINGLE MOLECULE BIOPHYSICS,PHYSIOLOGY,ORGANIZED RESEARCH UNITS,"$146,058 ","$78,041 ","$224,099 ",4,TEMPE,ARIZONA,85281,,,ORGANIZED RESEARCH UNITS,11/27/24,PA-19-130
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,5R01NS116657-05,RPGs - Non SBIR/STTR,10990513,"STABENFELDT, SARAH E",8303876,Exploiting sex-dependent brain injury response for nanoparticle therapeutics,SCHOOL OF BIOLOGICAL AND HEALTH SYSTEMS ENGINEERING,ENGINEERING (ALL TYPES),BIOMED ENGR/COL ENGR/ENGR STA,"$351,832 ","$125,358 ","$477,190 ",4,TEMPE,ARIZONA,85281,,,BIOMED ENGR/COL ENGR/ENGR STA,12/5/24,PA-19-056
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,5R01DK135488-02,RPGs - Non SBIR/STTR,11001600,"STECHER, CHAD DANIEL",12367946,StandUPTV Habits: Feasibility trial for maintaining reductions in sedentary screen time,NONE,NONE,SCHOOLS OF NURSING,"$206,032 ","$57,752 ","$263,784 ",4,TEMPE,ARIZONA,85281,,,SCHOOLS OF NURSING,12/5/24,PAS-20-160
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,5R01MH132746-02,RPGs - Non SBIR/STTR,10996183,"BRADEN, BRITTANY BLAIR",9838915,The Aging Autistic Brain: Multi-modal imaging to predict accelerated memory decline,HEALTH BEHAVIOR,PUBLIC HEALTH & PREV MEDICINE,SCH ALLIED HEALTH PROFESSIONS,"$403,201 ","$209,070 ","$612,271 ",4,TEMPE,ARIZONA,85281,,,SCH ALLIED HEALTH PROFESSIONS,1/17/25,PA-21-201
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,1R13AI189200-01,Other Research-Related,11080638,"LAKE, DOUGLAS F.",1968217,69th Annual Coccidioidomycosis Study Group Scientific Conference,SCHOOL OF LIFE SCIENCES,OTHER BASIC SCIENCES,SCHOOLS OF ARTS AND SCIENCES,"$6,000 ",$0 ,"$6,000 ",4,TEMPE,ARIZONA,85281,,,SCHOOLS OF ARTS AND SCIENCES,1/27/25,PA-24-141
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,1R01HD116828-01,RPGs - Non SBIR/STTR,11028906,"LEE, REBECCA ELIZABETH",7948971,Testing implementation strategies for evidence-based physical activity and nutrition education for preschoolers in SAGE,NONE,NONE,SCHOOLS OF NURSING,"$449,101 ","$224,634 ","$673,735 ",4,TEMPE,ARIZONA,85281,,,SCHOOLS OF NURSING,1/14/25,PAR-22-105
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,488301,5R01ES033999-03,RPGs - Non SBIR/STTR,10973192,"KRAJMALNIK-BROWN, ROSA",9506041,"Aflatoxin Exposure, Growth Faltering, and the Gut Microbiome among Children in Rural Guatemala",CENTER FOR HEALTH THROUGH MICROBIOMES,MISCELLANEOUS,ORGANIZED RESEARCH UNITS,"$248,467 ","$56,517 ","$304,984 ",4,TEMPE,ARIZONA,85281,,,ORGANIZED RESEARCH UNITS,12/16/24,PA-20-185
ARIZONA VETERANS RESEARCH AND EDUCATION FOUNDATION,10006804,5R01AG077768-03,RPGs - Non SBIR/STTR,11014069,"LIFSHITZ, JONATHAN",2048186,"Molecular Tool Development to Identify, Isolate, and Interrogate the Rod Microglia Phenotype in Neurological Disease and Injury",,NONE,UNAVAILABLE,"$544,515 ","$84,233 ","$628,748 ",3,PHOENIX,ARIZONA,85012,,,Research Institutes,1/14/25,PAR-19-158
ARKANSAS CHILDREN'S HOSPITAL RES INST,491702,3R35GM142744-04S1,RPGs - Non SBIR/STTR,11099359,"PORTER, CRAIG",12112370,The Role of the Mitochondrion in the Metabolic Stress Response to Burn Trauma,,NONE,UNAVAILABLE,"$28,965 ","$12,285 ","$41,250 ",2,LITTLE ROCK,ARKANSAS,72202,,,Research Institutes,1/15/25,PA-23-189
ARKANSAS CHILDREN'S HOSPITAL RES INST,491702,1R01ES036986-01,RPGs - Non SBIR/STTR,11025561,"ANDRES, ALINE",9867094,Perinatal PFAS Impact Children's Development: Examining the Roles of Placental Functional Multiomics and Protection by Maternal Exercise,,NONE,UNAVAILABLE,"$563,612 ","$132,241 ","$695,853 ",2,LITTLE ROCK,ARKANSAS,72202,,,Research Institutes,12/1/24,PA-20-183
"ARNOLD CONSULTANCY AND TECHNOLOGY, LLC",10007970,1R43CA297808-01,RPGs - SBIR/STTR,11052066,"ARNOLD, RENEE J.G",6911860,"Modex, a cloud-based, centralized health economic model marketplace to reduce costs and enhance equity in cancer",,NONE,UNAVAILABLE,,,"$357,371 ",12,NEW YORK,NEW YORK,,,,Domestic For-Profits,11/4/24,PA-23-231
ARTHRITIS NATIONAL RESEARCH FOUNDATION,10075426,1R13AR085493-01,Other Research-Related,11074899,"DOUGLAS, LAURA",79247184,ANRF 2025 Research Symposium,,NONE,UNAVAILABLE,"$18,000 ",,"$18,000 ",47,IRVINE,CALIFORNIA,,,,Other Domestic Non-Profits,11/15/24,PA-24-141
ASOCIACION CIVIL IMPACTA SALUD Y EDUCACN,4353001,5UM1AI069438-19,RPGs - Non SBIR/STTR,10976411,"SANCHEZ, JORGE LUIS",8413109,PERU Clinical Trial Unit,,NONE,UNAVAILABLE,"$1,351,190 ","$73,816 ","$1,425,006 ",,LIMA,PERU,Lima,,,Unavailable,11/20/24,RFA-AI-19-045
"ATTUNE NEUROSCIENCES, INC.",10058447,1R43DA062460-01,RPGs - SBIR/STTR,11069324,"MAHADEVAN, RAJIV",16349913,Head-worn low intensity focused ultrasound (LIFU) device for enhancing sleep in substance use disorder (SUD),,NONE,UNAVAILABLE,,,"$399,739 ",11,San Francisco,CALIFORNIA,,,,Domestic For-Profits,1/2/25,PA-23-230
AUGUSTA UNIVERSITY,676605,5R01HL166458-03,RPGs - Non SBIR/STTR,11004129,"MATTSON, DAVID L.",16046405,"Gut Metabolites, T cells, and Salt-Sensitive Hypertension",PHYSIOLOGY,PHYSIOLOGY,SCHOOLS OF MEDICINE,"$422,188 ","$144,685 ","$566,873 ",12,AUGUSTA,GEORGIA,30912,Y,MEDICAL COLL OF GEORGIA SCH OF MEDICINE,SCHOOLS OF MEDICINE,1/3/25,PA-20-185
AUGUSTA UNIVERSITY,676605,5R01EY035683-02,RPGs - Non SBIR/STTR,11012329,"CALDWELL, RUTH B",1861627,Myeloid ACAT1 in ischemic retinopathy,CELLULAR BIOLOGY AND ANATOMY,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,"$250,000 ","$135,000 ","$385,000 ",12,AUGUSTA,GEORGIA,30912,Y,MEDICAL COLL OF GEORGIA SCH OF MEDICINE,SCHOOLS OF MEDICINE,11/21/24,PA-20-185
AUGUSTA UNIVERSITY,676605,5U01NS130590-03,RPGs - Non SBIR/STTR,11001215,"HESS, DAVID C.",2448255,Augusta SPAN 2,NEUROLOGY,NEUROLOGY,SCHOOLS OF MEDICINE,"$359,999 ","$194,400 ","$554,399 ",12,AUGUSTA,GEORGIA,30912,Y,MEDICAL COLL OF GEORGIA SCH OF MEDICINE,SCHOOLS OF MEDICINE,12/13/24,RFA-NS-22-003
AUGUSTA UNIVERSITY,676605,5R01EY034568-03,RPGs - Non SBIR/STTR,10993121,"THOUNAOJAM, MENAKA CHANU",12240438,Bile acid receptor signaling in retinopathy of prematurity,OPHTHALMOLOGY,OPHTHALMOLOGY,SCHOOLS OF MEDICINE,"$250,000 ","$135,000 ","$385,000 ",12,AUGUSTA,GEORGIA,30912,Y,MEDICAL COLL OF GEORGIA SCH OF MEDICINE,SCHOOLS OF MEDICINE,11/21/24,PA-20-185
AUGUSTA UNIVERSITY,676605,5R01HL125926-08,RPGs - Non SBIR/STTR,11017021,"FULTON, DAVID J",3088491,Galectin-3: A mediator of vascular remodeling in pulmonary arterial hypertension,PHARMACOLOGY AND TOXICOLOGY,PHARMACOLOGY,SCHOOLS OF MEDICINE,"$409,500 ","$221,130 ","$630,630 ",12,AUGUSTA,GEORGIA,30912,Y,MEDICAL COLL OF GEORGIA SCH OF MEDICINE,SCHOOLS OF MEDICINE,1/22/25,PA-20-185
AUGUSTA UNIVERSITY,676605,5R01CA276933-03,RPGs - Non SBIR/STTR,11001951,"MIVECHI, NAHID F",1888635,Role of heat shock transcription factors (HSFs) in hematological malignancies,RADIOLOGY AND IMAGING,RADIATION-DIAGNOSTIC/ONCOLOGY,SCHOOLS OF MEDICINE,"$270,343 ","$145,985 ","$416,328 ",12,AUGUSTA,GEORGIA,30912,Y,MEDICAL COLL OF GEORGIA SCH OF MEDICINE,SCHOOLS OF MEDICINE,12/27/24,PA-20-185
AUGUSTA UNIVERSITY,676605,5R01HL157568-04,RPGs - Non SBIR/STTR,10991015,"ZHOU, JILIANG",8880222,"PIK3C3, a master regulator for smooth muscle identity",PHARMACOLOGY AND TOXICOLOGY,PHARMACOLOGY,SCHOOLS OF MEDICINE,"$362,304 ","$195,644 ","$557,948 ",12,AUGUSTA,GEORGIA,30912,Y,MEDICAL COLL OF GEORGIA SCH OF MEDICINE,SCHOOLS OF MEDICINE,11/29/24,PA-20-185
AUGUSTA UNIVERSITY,676605,1R01HL173111-01A1,RPGs - Non SBIR/STTR,11048889,"MIANO, JOSEPH M",1895025,Function and Transcriptional Regulation of Leiomodin1,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$498,830 ","$269,368 ","$768,198 ",12,AUGUSTA,GEORGIA,30912,Y,MEDICAL COLL OF GEORGIA SCH OF MEDICINE,SCHOOLS OF MEDICINE,12/13/24,PA-20-185
AUGUSTA UNIVERSITY,676605,5R01DC021456-02,RPGs - Non SBIR/STTR,10954722,"GAN, LIN",6619511,Genetic Regulation of Cochlear Duct Patterning and Prosensory Formation,NEUROSCIENCE AND REGENERATIVE MEDICINE,NEUROSCIENCES,SCHOOLS OF MEDICINE,"$234,837 ","$126,812 ","$361,649 ",12,AUGUSTA,GEORGIA,30912,Y,MEDICAL COLL OF GEORGIA SCH OF MEDICINE,SCHOOLS OF MEDICINE,11/19/24,PA-20-185
AUGUSTA UNIVERSITY,676605,1R01AG087335-01A1,RPGs - Non SBIR/STTR,11053750,"ELSAYED, RANYA",14939242,The role of oral microbially induced exosomes in Alzheimer's disease pathogenesis,PERIODONTICS,DENTISTRY,SCHOOLS OF DENTISTRY/ORAL HYGN,"$357,550 ","$193,077 ","$550,627 ",12,AUGUSTA,GEORGIA,30912,,MEDICAL COLL OF GEORGIA SCH OF MEDICINE,SCHOOLS OF DENTISTRY/ORAL HYGN,12/19/24,PAR-22-093
AUGUSTA UNIVERSITY,676605,5U01AG086158-02,RPGs - Non SBIR/STTR,11088180,"MCGEE-LAWRENCE, MEGHAN E.",10296087,Endogenous steroid hormones as mediators of interorgan communication with the musculoskeletal system,CELLULAR BIOLOGY AND ANATOMY,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,"$275,026 ","$152,217 ","$427,243 ",12,AUGUSTA,GEORGIA,30912,Y,MEDICAL COLL OF GEORGIA SCH OF MEDICINE,SCHOOLS OF MEDICINE,1/27/25,RFA-AG-24-005
AUGUSTA UNIVERSITY,676605,3R01AG079118-03S1,RPGs - Non SBIR/STTR,11198105,"CARBONE, LAURA D",1861938,Calculator for Length of Use of Bisphosphonates (CLUB) - Diversity Supplement,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$64,458 ","$34,807 ","$99,265 ",12,AUGUSTA,GEORGIA,30912,Y,MEDICAL COLL OF GEORGIA SCH OF MEDICINE,SCHOOLS OF MEDICINE,11/22/24,PA-23-189
AUGUSTA UNIVERSITY,676605,1R21EY037078-01,RPGs - Non SBIR/STTR,11039513,"BARTOLI, MANUELA",8264551,Chronic HIV infection and ischemic retinopathies,OPHTHALMOLOGY,OPHTHALMOLOGY,SCHOOLS OF MEDICINE,"$150,000 ","$81,000 ","$231,000 ",12,AUGUSTA,GEORGIA,30912,Y,MEDICAL COLL OF GEORGIA SCH OF MEDICINE,SCHOOLS OF MEDICINE,1/22/25,PA-20-195
AUGUSTA UNIVERSITY,676605,5K08AR082453-02,Other Research-Related,11015813,"SHI, HONG",77854548,Perivascular adipose tissue in the pathogenesis of lupus vasculopathy,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$164,000 ","$13,120 ","$177,120 ",12,AUGUSTA,GEORGIA,30912,Y,MEDICAL COLL OF GEORGIA SCH OF MEDICINE,SCHOOLS OF MEDICINE,1/3/25,PA-20-203
AUGUSTA UNIVERSITY,676605,5R01EY028158-07,RPGs - Non SBIR/STTR,11010378,"FAN, XINGJUN",9754666,Mechanisms and consequences of impaired glutathione homeostasis in the aging lens,CELLULAR BIOLOGY AND ANATOMY,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,"$250,000 ","$135,000 ","$385,000 ",12,AUGUSTA,GEORGIA,30912,Y,MEDICAL COLL OF GEORGIA SCH OF MEDICINE,SCHOOLS OF MEDICINE,1/13/25,PA-20-185
AURUM INSTITUTE NPC,10015773,5UM1AI154463-05,RPGs - Non SBIR/STTR,10975949,"CHURCHYARD, GAVIN JOHN",10244146,Aurum Clinical Trials Unit,,NONE,UNAVAILABLE,"$736,983 ","$58,959 ","$795,942 ",,"PARKTOWN, JOHANNESBURG",SOUTH AFRICA,2193,,,Unavailable,11/26/24,RFA-AI-19-045
"AUTONOMOUS THERAPEUTICS, INC.",10052525,7R01AI180651-02,RPGs - Non SBIR/STTR,11181230,"WEINBERGER, LEOR S",8236762,Targeting Feedback Circuitry for Antiviral Therapy,,NONE,UNAVAILABLE,"$499,994 ","$1,010,380 ","$1,510,374 ",8,SILVER SPRING,MARYLAND,,,,Domestic For-Profits,12/4/24,PA-24-254
